id	abbreviation	name	formula	mass	source	inchikey	charge	is_core	is_obsolete	linked_compound	is_cofactor	deltag	deltagerr	pka	pkb	abstract_compound	comprised_of	aliases	smiles	notes
cpd25405	beta-copaene	beta-copaene	C15H24	204.0	Primary Database	UPVZPMJSRSWJHQ-XIQJJJERSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: beta-Copaene; beta-copaene|KEGG: C20274|MetaCyc: CPD-8740	C=C1CC[C@H]2[C@H]3C1[C@@]2(C)CC[C@H]3C(C)C	GC
cpd25406	(Z,E)-germacrene B	(Z,E)-germacrene B	C15H24	204.0	Primary Database	DXEXHMSJWQXEDR-GUZOQHLSSA-N	0	1	0	null	0	274.55	2.68			null	null	Name: (Z,E)-germacrene B; cis,trans-germacrene B|MetaCyc: CPD-8747	CC(C)=C1CC/C(C)=C/CC/C=C(/C)C1	GC|EQ|EQU
cpd25407	seli-3,7(11)-diene	seli-3,7(11)-diene	C15H24	204.0	Primary Database	WNRBYZQFEBIUGD-UHFFFAOYSA-N	0	1	0	null	0	71.65	4.15			null	null	Name: seli-3,7(11)-diene|MetaCyc: CPD-8748	CC1=CCCC2(C)CCC(=C(C)C)CC12	GC|EQ
cpd25408	guaia-6,9-diene	guaia-6,9-diene	C15H24	204.0	Primary Database	RCMUGHFHXFHKNW-UHFFFAOYSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: guaia-6,9-diene|MetaCyc: CPD-8750	CC1=CCC(C(C)C)=CC2C(C)CCC12	GC|EQ
cpd25409	longicyclene	longicyclene	C15H24	204.0	Primary Database	WCEIQUQVIOGRBF-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: longicyclene|MetaCyc: CPD-8751	CC1(C)CCCC2(C)C3CC4C(C31)C42C	GC
cpd25410	beta-longipinene	beta-longipinene	C15H24	204.0	Primary Database	DQOVXHMHLOWECL-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: beta-longipinene|MetaCyc: CPD-8752	C=C1CCC2C3C1C2(C)CCCC3(C)C	GC
cpd25411	longiborneol	longiborneol	C15H26O	222.0	Primary Database	MNNFKQAYXGEKFA-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0		1:16:-0.13	null	null	Name: longiborneol|MetaCyc: CPD-8761	CC1(C)CCCC2(C)C3CCC2(C)C(O)C31	GC
cpd25412	alpha-longipinene	alpha-longipinene	C15H24	204.0	Primary Database	HICYDYJTCDBHMZ-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: alpha-longipinene|MetaCyc: CPD-8762|PlantCyc: CPD-8762|RiceCyc: CPD-8762|SorghumCyc: CPD-8762	CC1=CCC2C3C1C2(C)CCCC3(C)C	GC
cpd25413	cyclosativene	cyclosativene	C15H24	204.0	Primary Database	XBWACJDEQIZTPR-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: cyclosativene|MetaCyc: CPD-8763	CC(C)C1CCC2(C)C3CC4C(C13)C42C	GC
cpd25414	(-)-2-carene	(-)-2-carene	C10H16	136.0	Primary Database	IBVJWOMJGCHRRW-DTWKUNHWSA-N	0	1	0	null	0	46.02	2.52			null	null	Name: (-)-2-carene; (-)-delta2-carene|MetaCyc: CPD-8771	CC1=C[C@@H]2[C@H](CC1)C2(C)C	GC|EQ
cpd25415	beta-cedrene	beta-cedrene	C15H24	204.0	Primary Database	DYLPEFGBWGEFBB-OSFYFWSMSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: beta-cedrene|MetaCyc: CPD-8777	C=C1CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C	GC
cpd25416	3-methoxybenzaldehyde	3-methoxybenzaldehyde	C8H8O2	136.0	Primary Database	WMPDAIZRQDCGFH-UHFFFAOYSA-N	0	1	0	null	0	33.38	1.02		1:9:-7.14;1:10:-4.83	null	null	Name: 3-methoxybenzaldehyde; m-anisaldehyde|MetaCyc: CPD-8779|PlantCyc: CPD-8779	COc1cccc(C=O)c1	GC|EQ|EQU
cpd25417	3-fluorobenzaldehyde	3-fluorobenzaldehyde	C7H5FO	124.0	Primary Database	PIKNVEVCWAAOMJ-UHFFFAOYSA-N	0	1	0	null	0	6.22	0.98		1:9:-7.13	null	null	Name: 3-fluorobenzaldehyde|MetaCyc: CPD-8780|PlantCyc: CPD-8780	O=Cc1cccc(F)c1	GC|EQ|EQU
cpd25418	2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate	2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate	C7H7O4	156.0	Primary Database	ADNFTGVUUFRKSK-JGJYBARTSA-M	-1	1	0	null	0	-48.68	0.66	1:9:11.77;1:10:3.45	1:8:-4.89;1:9:-6.08	null	null	Name: (2Z,4E)-2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate; 2-hydroxy-5-methyl-6-oxohexa-2,4-dienoate|MetaCyc: CPD-8781	C/C(C=O)=C\C=C(/O)C(=O)[O-]	GC|EQ|EQU
cpd25419	2-hydroxy-6-oxohepta-2,4-dienoate	2-hydroxy-6-oxohepta-2,4-dienoate	C7H7O4	156.0	Primary Database	HVZGWILTESYJSP-ZPYFUIHZSA-M	-1	1	0	null	0	-49.6	0.61	1:9:11.80;1:11:3.45	1:8:-5.32;1:9:-6.07	null	null	Name: 2-hydroxy-6-oxohepta-2,4-dienoate|MetaCyc: CPD-8782	CC(=O)/C=C/C=C(\O)C(=O)[O-]	GC|EQ|EQU
cpd25420	(+)-gamma-amorphene	(+)-gamma-amorphene	C15H24	204.0	Primary Database	WRHGORWNJGOVQY-SOUVJXGZSA-N	0	1	0	null	0	79.7	3.04			null	null	Name: (+)-gamma-amorphene|MetaCyc: CPD-8790	C=C1CC[C@@H](C(C)C)[C@H]2C=C(C)CC[C@@H]12	GC|EQ
cpd25421	(+)-gamma-muurolene	(+)-gamma-muurolene	C15H24	204.0	Primary Database	WRHGORWNJGOVQY-ZNMIVQPWSA-N	0	1	0	null	0	79.7	3.04			null	null	Name: (+)-gamma-Muurolene; (+)-gamma-muurolene; gamma-Muurolene|KEGG: C20273|MetaCyc: CPD-8791	C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]12	GC|EQ
cpd25422	(+)-gamma-bulgarene	(+)-gamma-bulgarene	C15H24	204.0	Primary Database	WRHGORWNJGOVQY-RRFJBIMHSA-N	0	1	0	null	0	79.7	3.04			null	null	Name: (+)-gamma-bulgarene|MetaCyc: CPD-8792	C=C1CC[C@@H](C(C)C)[C@H]2C=C(C)CC[C@H]12	GC|EQ
cpd25423	(+)-delta-amorphene	(+)-delta-amorphene	C15H24	204.0	Primary Database	FUCYIEXQVQJBKY-DZGCQCFKSA-N	0	1	0	null	0	62.88	2.0			null	null	Name: (+)-delta-amorphene|MetaCyc: CPD-8793	CC1=C[C@H]2C(=C(C)CC[C@H]2C(C)C)CC1	GC|EQ
cpd25424	(+)-beta-amorphene	(+)-beta-amorphene	C15H24	204.0	Primary Database	USDOQCCMRDNVAH-SOUVJXGZSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-beta-amorphene|MetaCyc: CPD-8794	CC1=CC[C@H]2C(C)=CC[C@@H](C(C)C)[C@H]2C1	GC|EQ
cpd25425	(+)-beta-muurolene	(+)-beta-muurolene	C15H24	204.0	Primary Database	USDOQCCMRDNVAH-ZNMIVQPWSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-beta-muurolene|MetaCyc: CPD-8795	CC1=CC[C@@H]2C(C)=CC[C@@H](C(C)C)[C@@H]2C1	GC|EQ
cpd25426	(+)-beta-bulgarene	(+)-beta-bulgarene	C15H24	204.0	Primary Database	USDOQCCMRDNVAH-RRFJBIMHSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-beta-bulgarene|MetaCyc: CPD-8796	CC1=CC[C@@H]2C(C)=CC[C@@H](C(C)C)[C@H]2C1	GC|EQ
cpd25427	(+)-alpha-amorphene	(+)-alpha-amorphene	C15H24	204.0	Primary Database	QMAYBMKBYCGXDH-SOUVJXGZSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-alpha-amorphene; (-)-alpha-amorphene; (1S,4aR,8aS)-4,7-dimethyl-1-(propan-2-yl)-1,2,4a,5,6,8a-hexahydronaphthalene|MetaCyc: CPD-8797	CC1=C[C@@H]2[C@H](C(C)C)CC=C(C)[C@@H]2CC1	GC|EQ
cpd25428	(+)-alpha-muurolene	(+)-alpha-muurolene	C15H24	204.0	Primary Database	QMAYBMKBYCGXDH-ZNMIVQPWSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-alpha-Muurolene; (+)-alpha-muurolene; alpha-Muurolene|KEGG: C20272|MetaCyc: CPD-8798	CC1=C[C@@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C	GC|EQ
cpd25429	(+)-alpha-bulgarene	(+)-alpha-bulgarene	C15H24	204.0	Primary Database	QMAYBMKBYCGXDH-RRFJBIMHSA-N	0	1	0	null	0	54.06	2.2			null	null	Name: (+)-alpha-bulgarene|MetaCyc: CPD-8799	CC1=C[C@H]2[C@H](CC1)C(C)=CC[C@H]2C(C)C	GC|EQ
cpd25430	(-)-beta-elemene	(-)-beta-elemene	C15H26	206.0	Primary Database	VGLVBDNQOXVDTC-NOYMGPGASA-N	0	1	0	null	0	62.79	1.57			null	null	Name: (-)-beta-elemene; CPD-8800|MetaCyc: CPD-8800	C=C[C@]1(C)CCC(C(C)C)C[C@H]1C(=C)C	GC
cpd25431	beta-ylangene	beta-ylangene	C15H24	204.0	Primary Database	UPVZPMJSRSWJHQ-KYRRZXGASA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: beta-ylangene|MetaCyc: CPD-8802	C=C1CC[C@@H]2[C@H]3C(C(C)C)CC[C@]2(C)C13	GC
cpd25432	(+)-sativene	(+)-sativene	C15H24	204.0	Primary Database	VOBBUADSYROGAT-KLDMJIFRSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: (+)-sativene|MetaCyc: CPD-8804	C=C1C2CCC3C2[C@@H](C(C)C)CC[C@@]13C	GC
cpd25433	cadalene	cadalene	C15H18	198.0	Primary Database	VMOJIHDTVZTGDO-UHFFFAOYSA-N	0	1	0	null	0	228.93	1.78			null	null	Name: cadalene|MetaCyc: CPD-8806	Cc1ccc2c(C)ccc(C(C)C)c2c1	GC|EQ|EQU
cpd25434	gamma-calacorene	gamma-calacorene	C15H20	200.0	Primary Database	YLIAZCIBLKJTKN-LBPRGKRZSA-N	0	1	0	null	0	248.5	2.47			null	null	Name: gamma-calacorene|MetaCyc: CPD-8807	Cc1ccc2c(c1)C(C(C)C)=CC[C@@H]2C	GC|EQ|EQU
cpd25435	alpha-calacorene	alpha-calacorene	C15H20	200.0	Primary Database	CUUMXRBKJIDIAY-ZDUSSCGKSA-N	0	1	0	null	0	248.5	2.47			null	null	Name: alpha-calacorene|MetaCyc: CPD-8808	CC1=CC[C@@H](C(C)C)c2cc(C)ccc21	GC|EQ|EQU
cpd25436	rotundene	rotundene	C15H24	204.0	Primary Database	XAAMMPKFMNZIIC-UHFFFAOYSA-N	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: rotundene|MetaCyc: CPD-8811	CC1=CC2(C)CCC1CC1C(C)CCC12	GC|EQ
cpd25437	nootkatene	nootkatene	C15H22	202.0	Primary Database	RSKODCFDTXJUBN-NFAWXSAZSA-N	0	1	0	null	0	67.89	3.57			null	null	Name: nootkatene|MetaCyc: CPD-8813	C=C(C)[C@@H]1CC=C2C=CC[C@@H](C)[C@]2(C)C1	GC|EQ
cpd25438	2-naphthylamine-1-sulfonate	2-naphthylamine-1-sulfonate	C10H8NO3S	223.0	Primary Database	GWIAAIUASRVOIA-UHFFFAOYSA-M	-1	1	0	null	0	-78.28	2.28	1:11:16.51;1:14:-3.21	1:11:2.20	null	null	Name: 2-naphthylamine-1-sulfonate|MetaCyc: CPD-8814	Nc1ccc2ccccc2c1S(=O)(=O)[O-]	GC
cpd25439	2,4-dihydroxybenzoate	2,4-dihydroxybenzoate	C8H7O3	154.0	Primary Database	NJESAXZANHETJV-UHFFFAOYSA-M	-1	1	0	null	0	-31.75	0.72	1:9:13.30;1:11:2.99	1:9:-6.29	null	null	Name: 2,4-dihydroxybenzoate; 2-hydroxy-4-methylbenzoate; 2-hydroxy-p-toluate; gamma-cresotate; m-cresotate|AraCyc: CPD-8815|EcoCyc: CPD-8815|MetaCyc: CPD-8815|PlantCyc: CPD-8815	Cc1ccc(C(=O)[O-])c(O)c1	GC|EQ|EQU
cpd25440	2,6-dihydroxybenzoate	2,6-dihydroxybenzoate	C7H5O4	154.0	Primary Database	AKEUNCKRJATALU-UHFFFAOYSA-M	-1	1	0	null	0	-100.65	1.02	1:8:13.26;1:9:14.57;1:10:1.64	1:8:-5.99;1:9:-5.99	null	null	Name: 2,6-dihydroxybenzoate; gamma-resorcylate|MetaCyc: CPD-8816	O=C([O-])c1c(O)cccc1O	GC|EQ|EQU
cpd25441	bathophenanthroline sulfonate	bathophenanthroline sulfonate	C24H14N2O6S2	492.0	Primary Database	GTBSSZZGINYBDZ-UHFFFAOYSA-L	-2	1	0	null	0	-81.64	3.91	1:29:-2.03;1:31:-1.42	1:25:0.44;1:26:4.79	null	null	Name: bathophenanthroline sulfonate|MetaCyc: CPD-8818	O=S(=O)([O-])c1ccc(-c2ccnc3c2ccc2c(-c4cccc(S(=O)(=O)[O-])c4)ccnc23)cc1	GC
cpd25442	2,2'-bipyridine	2,2'-bipyridine	C10H8N2	156.0	Primary Database	ROFVEXUMMXZLPA-UHFFFAOYSA-N	0	1	0	null	0	156.28	1.44		1:11:3.30;1:12:0.70	null	null	Name: 2,2'-bipyridine; 2,2'-bipyridyl; 2,2'-dipyridyl; alpha,alpha'-dipyridyl|CornCyc: CPD-8819|EcoCyc: CPD-8819|MetaCyc: CPD-8819|PlantCyc: CPD-8819|SoyCyc: CPD-8819	c1ccc(-c2ccccn2)nc1	GC|EQ|EQU
cpd25443	cis-phenanthrene dihydrodiol	cis-phenanthrene dihydrodiol	C14H12O2	212.0	Primary Database	FZOALBNXOKAOEW-UHFFFAOYSA-N	0	1	0	null	0	103.81	3.15	1:15:14.71;1:16:13.17	1:15:-3.37;1:16:-3.53	null	null	Name: cis-phenanthrene dihydrodiol|MetaCyc: CPD-8821	OC1C=Cc2c(ccc3ccccc23)C1O	GC|EQ|EQU
cpd25444	cis-biphenyl dihydrodiol	cis-biphenyl dihydrodiol	C12H14O2	190.0	Primary Database	XONDYKPFRMLYJM-SAIIYOCFSA-N	0	1	0	null	0	107.11	1.9	1:13:15.13;1:14:13.63	1:13:-3.18;1:14:-3.32	null	null	Name: cis-biphenyl dihydrodiol|MetaCyc: CPD-8822	O[C@H]1C(c2ccccc2)C=CC[C@H]1O	GC|EQ|EQU
cpd25445	cis-ethylbenzene dihydrodiol	cis-ethylbenzene dihydrodiol	C8H12O2	140.0	Primary Database	SIYDUPATYRMKPW-SFYZADRCSA-N	0	1	0	null	0	59.12	1.73	1:9:14.90;1:10:13.46	1:9:-3.34;1:10:-3.34	null	null	Name: cis-ethylbenzene dihydrodiol|MetaCyc: CPD-8823	CCC1=C[C@H](O)[C@H](O)C=C1	GC|EQ|EQU
cpd25446	cis-toluene dihydrodiol	cis-toluene dihydrodiol	C7H10O2	126.0	Primary Database	SKLOKBWVNQVDIL-RQJHMYQMSA-N	0	1	0	null	0	37.96	1.72	1:8:14.90;1:9:13.46	1:8:-3.34;1:9:-3.34	null	null	Name: cis-toluene dihydrodiol|MetaCyc: CPD-8824	CC1=C[C@H](O)[C@H](O)C=C1	GC|EQ|EQU
cpd25447	benzene cis-dihydrodiol	benzene cis-dihydrodiol	C6H8O2	112.0	Primary Database	YDRSQRPHLBEPTP-WDSKDSINSA-N	0	1	0	null	0	23.87	2.3	1:7:13.47;1:8:14.91	1:7:-3.34;1:8:-3.34	null	null	Name: (1S,2S)-cyclohexa-3,5-diene-1,2-diol; benzene cis-dihydrodiol; cis-benzene dihydrodiol|MetaCyc: CPD-8825	O[C@H]1C=CC=C[C@@H]1O	GC|EQ|EQU
cpd25448	D-homocysteine	D-homocysteine	C4H9NO2S	135.0	Primary Database	FFFHZYDWPBMWHY-GSVOUGTGSA-N	0	1	0	null	0	6.19	0.77	1:7:2.46;1:8:10.28	1:5:9.41	null	null	Name: D-homocysteine|MetaCyc: CPD-8826	[NH3+][C@H](CCS)C(=O)[O-]	GC|EQ|EQU
cpd25449	5-chloro-4-oxopentanoate	5-chloro-4-oxopentanoate	C5H6ClO3	150.0	Primary Database	NDODXPYZKSROJQ-UHFFFAOYSA-M	-1	1	0	null	0	-58.81	0.48	1:3:16.98;1:8:3.85	1:7:-7.66	null	null	Name: 5-chloro-4-oxopentanoate|MetaCyc: CPD-8828	O=C([O-])CCC(=O)CCl	GC|EQ|EQU
cpd25450	cibacron blue	cibacron blue	C29H17ClN7O11S3	773.0	Primary Database	YKCWQPZFAFZLBI-UHFFFAOYSA-K	-3	1	0	null	0	-224.0	5.3	1:33:10.65;1:34:12.37;1:41:-13.05;1:45:-2.76;1:47:-2.15	1:35:-3.32;1:36:-0.03;1:37:-6.34	null	null	Name: cibacron blue; cibacron blue 3GA; cibacron blue F 3GA|EcoCyc: CPD-8829|MetaCyc: CPD-8829|PlantCyc: CPD-8829	Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(Nc3nc(Cl)nc(Nc4ccccc4S(=O)(=O)[O-])n3)c(S(=O)(=O)[O-])c2)c2c1C(=O)c1ccccc1C2=O	GC|EQ
cpd25451	nicotinamide guanine dinucleotide	nicotinamide guanine dinucleotide	C21H26N7O15P2	679.0	Primary Database	NCFRZZVNRVEQJK-NAJQWHGHSA-M	-1	1	0	null	0	-580.04	4.09	1:22:11.37;1:26:10.13;1:29:14.17;1:30:13.56;1:31:11.91;1:32:12.56;1:36:1.86;1:37:3.27	1:29:-3.73;1:30:-3.67;1:31:-4.22;1:32:-3.85	null	null	Name: nicotinamide guanine dinucleotide|MetaCyc: CPD-8830	NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(=O)[nH]c(N)nc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1	GC|EQ
cpd25452	(+)-cis-verbenol	(+)-cis-verbenol	C10H16O	152.0	Primary Database	WONIGEXYPVIKFS-YIZRAAEISA-N	0	1	0	null	0	10000000.0	10000000.0	1:11:18.59	1:11:-1.23	null	null	Name: (+)-cis-verbenol|MetaCyc: CPD-8832	CC1=C[C@H](O)[C@H]2C[C@@H]1C2(C)C	GC|EQ
cpd25453	(+)-trans-verbenol	(+)-trans-verbenol	C10H16O	152.0	Primary Database	WONIGEXYPVIKFS-VGMNWLOBSA-N	0	1	0	null	0	10000000.0	10000000.0	1:11:18.59	1:11:-1.23	null	null	Name: (+)-trans-verbenol|MetaCyc: CPD-8833	CC1=C[C@H](O)[C@@H]2C[C@H]1C2(C)C	GC|EQ
cpd25454	(-)-ipsdienol	(-)-ipsdienol	C10H16O	152.0	Primary Database	NHMKYUHMPXBMFI-SNVBAGLBSA-N	0	1	0	null	0	181.39	1.01	1:11:18.33	1:11:-1.34	null	null	Name: (-)-ipsdienol; (4S)-(+)-ipsdienol|MetaCyc: CPD-8834	C=CC(=C)C[C@H](O)C=C(C)C	GC|EQ|EQU
cpd25455	(+)-ipsdienol	(+)-ipsdienol	C10H16O	152.0	Primary Database	NHMKYUHMPXBMFI-JTQLQIEISA-N	0	1	0	null	0	181.39	1.01	1:11:18.33	1:11:-1.34	null	null	Name: (+)-ipsdienol; (4R)-(-)-ipsdienol; (4R)-2-methyl-6-methyloctadeca-2,7-dien-4ol|MetaCyc: CPD-8835	C=CC(=C)C[C@@H](O)C=C(C)C	GC|EQ|EQU
cpd25456	todomatuic acid	todomatuic acid	C15H23O3	252.0	Primary Database	XPXCWUPURKUWHC-NEPJUHHUSA-M	-1	1	0	null	0	139.01	1.71	1:17:4.43	1:16:-7.36	null	null	Name: todomatuic acid|MetaCyc: CPD-8836	CC(C)CC(=O)C[C@@H](C)[C@H]1CC=C(C(=O)[O-])CC1	GC|EQ|EQU
cpd25457	(3E)-4,8-dimethyl-1,3,7-nonatriene	(3E)-4,8-dimethyl-1,3,7-nonatriene	C11H18	150.0	Primary Database	LUKZREJJLWEWQM-YRNVUSSQSA-N	0	1	0	null	0	240.3	1.19			null	null	Name: (3E)-4,8-dimethyl-1,3,7-nonatriene; (3E)-4,8-dimethylnona-1,3,7-triene; 4,8-dimethyl-1,3(E),7-nonatriene; DMNT|AraCyc: CPD-8844|CornCyc: CPD-8844|MaizeCyc: CPD-8844|MetaCyc: CPD-8844|PlantCyc: CPD-8844	C=C/C=C(\C)CCC=C(C)C	GC|EQ|EQU
cpd25458	4,8,12-trimethyl-1,3,7,11-tridecatetraene	4,8,12-trimethyl-1,3,7,11-tridecatetraene	C16H26	218.0	Primary Database	CWLVBFJCJXHUCF-RNPYNJAESA-N	0	1	0	null	0	344.64	1.75			null	null	Name: (3E,7E)-4,8,12-trimethyltrideca-1,3,7,11-tetraene; (E,E)-4,8,12-Trimethyltrideca-1,3,7,11-tetraene; 4,8,12-trimethyl-1,3,7,11-tridecatetraene; 4,8,12-trimethyltrideca-1,3,7,11-tetraene; TMTT|AraCyc: CPD-8846|KEGG: C20700|MetaCyc: CPD-8846|PlantCyc: CPD-8846|PoplarCyc: CPD-8846	C=C/C=C(\C)CC/C=C(\C)CCC=C(C)C	GC|EQ|EQU
cpd25459	1-buten-3-one	1-buten-3-one	C4H6O	70.0	Primary Database	FUSUHKVFWTUUBE-UHFFFAOYSA-N	0	1	0	null	0	45.94	0.49	1:2:19.95	1:5:-4.67	null	null	Name: 1-buten-3-one; 3-buten-2-one; 3-oxo-1-butene; But-1-en-3-one; But-3-en-2-one; Butenone; Methyl vinyl ketone; but-1-en-3-one; but-3-en-2-one; methyl vinyl ketone|AraCyc: CPD-8847|CornCyc: CPD-8847|KEGG: C20701|MaizeCyc: CPD-8847|MetaCyc: CPD-8847	C=CC(C)=O	GC|EQ|EQU
cpd25460	(E,E)-geranyllinalool	(E,E)-geranyllinalool	C20H34O	290.0	Primary Database	IQDXAJNQKSIPGB-HQSZAHFGSA-N	0	1	0	null	0	389.89	1.99	1:21:18.46	1:21:-1.29	null	null	Name: (6E,10E)-3,7,11,15-tetramethylhexadeca-1,6,10,14-tetraen-3-ol; (6E,10E)-geranyllinalool; (E,E)-Geranyllinalool; (E,E)-geranyllinalool|AraCyc: CPD-8848|KEGG: C20681|MetaCyc: CPD-8848|PlantCyc: CPD-8848|PoplarCyc: CPD-8848	C=CC(C)(O)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C	GC|EQ|EQU
cpd25461	GA98	GA98	C20H27O5	364.0	Primary Database	ATMPPYARKPQWNF-OLHXTJCGSA-M	-1	1	0	null	0	10000000.0	10000000.0	1:22:14.84;1:23:15.46;1:25:4.43	1:21:-7.10;1:22:-2.76;1:23:-2.71	null	null	Name: GA98; gibberellin A98|AraCyc: CPD-885|BrachyCyc: CPD-885|CornCyc: CPD-885|MaizeCyc: CPD-885|MetaCyc: CPD-885	C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(CO)C[C@H](O)C[C@@](C)(C=O)[C@H]1[C@@H]3C(=O)[O-]	GC
cpd25462	DL-beta-hydroxynorvaline	DL-beta-hydroxynorvaline	C5H11NO3	133.0	Primary Database	LGVJIYCMHMKTPB-UHFFFAOYSA-N	0	1	0	null	0	-15.11	0.34	1:7:14.64;1:8:2.34	1:6:8.99;1:7:-3.08	null	null	Name: DL-beta-hydroxynorvaline|MetaCyc: CPD-8857	CCC(O)C([NH3+])C(=O)[O-]	GC|EQ|EQU
cpd25463	DL-threo-3,4-dihydroxyphenylserine	DL-threo-3,4-dihydroxyphenylserine	C9H11NO5	213.0	Primary Database	QXWYKJLNLSIPIN-JGVFFNPUSA-N	0	1	0	null	0	-80.87	1.02	1:11:12.65;1:12:9.38;1:13:14.16;1:14:1.46	1:10:8.72;1:11:-6.29;1:12:-6.30;1:13:-3.42	null	null	Name: DL-threo-3,4-dihydroxyphenylserine|MetaCyc: CPD-8858	[NH3+][C@H](C(=O)[O-])[C@H](O)c1ccc(O)c(O)c1	GC|EQ|EQU
cpd25464	propionitrile	propionitrile	C3H5N	55.0	Primary Database	FVSKHRXBFJPNKK-UHFFFAOYSA-N	0	1	0	null	0	7.47	4.92			null	null	Name: propionitrile|MetaCyc: CPD-8860	CCC#N	GC
cpd25465	crotononitrile	crotononitrile	C4H5N	67.0	Primary Database	NKKMVIVFRUYPLQ-NSCUHMNNSA-N	0	1	0	null	0	31.45	4.95			null	null	Name: crotononitrile|MetaCyc: CPD-8861	C/C=C/C#N	GC
cpd25466	valeronitrile	valeronitrile	C5H9N	83.0	Primary Database	RFFFKMOABOFIDF-UHFFFAOYSA-N	0	1	0	null	0	10.71	4.93			null	null	Name: valeronitrile|MetaCyc: CPD-8862	CCCCC#N	GC
cpd25467	4-chlorobutyronitrile	4-chlorobutyronitrile	C4H6ClN	103.0	Primary Database	ZFCFBWSVQWGOJJ-UHFFFAOYSA-N	0	1	0	null	0	2.66	4.95			null	null	Name: 4-chlorobutyronitrile|MetaCyc: CPD-8863	N#CCCCCl	GC
cpd25468	glutaronitrile	glutaronitrile	C5H6N2	94.0	Primary Database	ZTOMUSMDRMJOTH-UHFFFAOYSA-N	0	1	0	null	0	23.86	9.85			null	null	Name: glutaronitrile|MetaCyc: CPD-8864	N#CCCCC#N	GC
cpd25469	n-butylmercuric chloride	n-butylmercuric chloride	C4H9ClHg	294.0	Primary Database	OKPMTXZRMGMMOO-UHFFFAOYSA-M	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: n-butylmercuric chloride|MetaCyc: CPD-8866	CCCC[Hg]Cl	GC
cpd25470	sec-butylmercuric bromide	sec-butylmercuric bromide	C4H9BrHg	337.609	Primary Database	SCGOAUOZMMKZOV-UHFFFAOYSA-M	0	1	0	null	0	10000000.0	10000000.0	2:1:-8.00		null	null	Name: sec-butylmercuric bromide|MetaCyc: CPD-8867	CCC(C)[Hg+].[Br-]	GC
cpd25471	crotonylmercuric bromide	crotonylmercuric bromide	C4H5BrHgO	351.0	Primary Database	PKFKBDRZNBETFM-WTVBWJGASA-M	0	1	0	null	0	10000000.0	10000000.0		1:5:-4.65	null	null	Name: crotonylmercuric bromide|MetaCyc: CPD-8868	C/C=C/C(=O)[Hg]Br	GC
cpd25472	vinylmercuric bromide	vinylmercuric bromide	C2H3BrHg	309.0	Primary Database	OQVRDHYBLMZDEQ-UHFFFAOYSA-M	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: vinylmercuric bromide|MetaCyc: CPD-8869	C=C[Hg]Br	GC
cpd25473	cis-2-butenylmercuric chloride	cis-2-butenylmercuric chloride	C4H7ClHg	292.0	Primary Database	IPICHZZBNWXBTM-UHFFFAOYSA-M	0	1	0	null	0	10000000.0	10000000.0			null	null	Name: cis-2-butenylmercuric chloride|MetaCyc: CPD-8870	C/C=C(\C)[Hg]Cl	GC
