construct,dose_mM,elapsed_min,signal
AlteredYap1,0.0,40.0,1540.1655859257435
AlteredYap1,0.1,40.0,1843.75
AlteredYap1,0.2,40.0,1731.0156252110876
AlteredYap1,0.5,40.0,1634.9507109895515
AlteredYap1,1.0,40.0,981.5144254116409
AlteredYap1,2.0,40.0,633.6849622897277
AlteredYap1,4.0,40.0,377.5390871054523
AlteredYap1,0.0,50.0,1639.963684483125
AlteredYap1,0.1,50.0,1887.4477923982874
AlteredYap1,0.2,50.0,1903.9457392722027
AlteredYap1,0.5,50.0,1563.0939930320626
AlteredYap1,1.0,50.0,980.461710171619
AlteredYap1,2.0,50.0,510.8147702522797
AlteredYap1,4.0,50.0,370.62389021636665
AlteredYap1,0.0,60.0,1803.90924078576
AlteredYap1,0.1,60.0,2147.2196656271503
AlteredYap1,0.2,60.0,2094.578842205545
AlteredYap1,0.5,60.0,1691.815256815257
AlteredYap1,1.0,60.0,873.8697839821435
AlteredYap1,2.0,60.0,448.4484572230014
AlteredYap1,4.0,60.0,326.9423558897243
AlteredYap1,0.0,70.0,1723.86198157388
AlteredYap1,0.1,70.0,2228.699591951892
AlteredYap1,0.2,70.0,2269.171460347931
AlteredYap1,0.5,70.0,2130.098274741132
AlteredYap1,1.0,70.0,1083.5871721662713
AlteredYap1,2.0,70.0,409.6331895590094
AlteredYap1,4.0,70.0,326.22377622377627
AlteredYap1,0.0,80.0,1697.0412470401059
AlteredYap1,0.1,80.0,2188.4608912198805
AlteredYap1,0.2,80.0,2269.9382637050608
AlteredYap1,0.5,80.0,2496.8155353874367
AlteredYap1,1.0,80.0,1020.4145545926194
AlteredYap1,2.0,80.0,376.9685039370079
AlteredYap1,4.0,80.0,240.29347154034812
AlteredYap1,0.0,90.0,1677.9559586480507
AlteredYap1,0.1,90.0,2244.8701067405395
AlteredYap1,0.2,90.0,2439.2873352488778
AlteredYap1,0.5,90.0,2463.783059707121
AlteredYap1,1.0,90.0,1062.0009847874737
AlteredYap1,2.0,90.0,328.5654820587453
AlteredYap1,4.0,90.0,241.27218700343175
AlteredYap1,0.0,100.0,1762.2410698266594
AlteredYap1,0.1,100.0,2356.470802837011
AlteredYap1,0.2,100.0,2519.4324497940866
AlteredYap1,0.5,100.0,2884.869951649123
AlteredYap1,1.0,100.0,1276.8259713868401
AlteredYap1,2.0,100.0,365.96047766260534
AlteredYap1,4.0,100.0,323.35932423651724
AlteredYap1,0.0,110.0,1809.5284956999649
AlteredYap1,0.1,110.0,2413.921343174709
AlteredYap1,0.2,110.0,2521.828720342131
